TOW,TOW_Frac,PRN,C_N0,Doppler,Carrier_Phase,Code_Phase,Tracking_State,Label
478202,0.97,32,37.19631576538086,-3017.7646484375,984610.2755607434,25338043.556089565,6.0,0
478202,0.97,133,48.41773223876953,-12.374948501586914,3758.595277755754,36686743.08545336,6.0,1
478202,0.97,138,50.96742248535156,4.493631362915039,-1570.2990451130318,36955772.55490539,6.0,1
478203,0.17,3,50.167118072509766,562.2568969726562,-218127.2313772263,20948109.546048447,6.0,0
478203,0.17,6,48.23967361450195,-710.4943237304688,196963.1918554588,21948202.33596057,6.0,0
478203,0.17,7,45.85893630981445,1842.708984375,-598551.7723450111,22581015.73569059,6.0,0
478203,0.17,10,43.83985900878906,462.7276306152344,-179944.2356859215,23901279.54001436,6.0,0
478203,0.17,11,35.73003387451172,2014.5904541015625,-635232.0520656015,25925654.71214395,6.0,0
478203,0.17,13,50.18074035644531,1697.3878173828125,-574192.7213509566,20629837.87072287,6.0,0
478203,0.17,16,49.3238410949707,-2862.7109375,916509.0505862356,22253455.07471733,6.0,0
478203,0.17,19,48.25494384765625,2497.847900390625,-829684.8148525797,22038672.175302964,6.0,0
478203,0.17,20,41.590457916259766,-2962.513916015625,960487.9898464604,24073302.689738404,6.0,0
478203,0.17,23,50.813602447509766,-618.8988037109375,168003.99595232657,20131832.64146754,6.0,0
478203,0.17,30,39.873321533203125,-3319.2861328125,1075656.3851164016,24484194.20880241,6.0,0
478203,0.17,32,37.364479064941406,-3017.80517578125,985213.760271851,25338158.678826246,6.0,0
478203,0.17,133,48.40254974365234,-12.555392265319824,3760.979762731702,36686743.60771433,6.0,1
478203,0.17,138,50.96868515014648,6.0652384757995605,-1571.2425044164993,36955772.356065966,6.0,1
478203,0.37,3,50.14323425292969,562.2045288085938,-218239.67985971435,20948088.41287064,6.0,0
478203,0.37,6,48.24210357666016,-710.6689453125,197105.31791621583,21948229.67083124,6.0,0
478203,0.37,7,45.865699768066406,1842.79052734375,-598920.3350316558,22580945.83628285,6.0,0
478203,0.37,10,43.82949447631836,462.6344909667969,-180036.79412066052,23901262.212070588,6.0,0
478203,0.37,11,35.98955535888672,2015.4344482421875,-635635.0522420877,25925578.794570416,6.0,0
478203,0.37,13,50.17901992797852,1697.370361328125,-574532.1864460387,20629773.51301211,6.0,0
478203,0.37,16,49.328651428222656,-2862.903076171875,917081.6326448557,22253564.2959781,6.0,0
478203,0.37,19,48.27140045166016,2497.7490234375,-830184.3677750845,22038577.38595313,6.0,0
